0.050000 6.575086 140.204221
0.100000 6.624803 140.129546
0.150000 6.525369 140.278896
0.200000 5.866617 141.268341
0.250000 6.401076 140.465584
0.300000 6.780169 139.896186
0.350000 7.208979 139.252114
0.400000 8.700492 137.011862
0.450000 10.216863 134.734272
0.500000 11.963176 132.111310
0.550000 13.330396 130.057745
0.600000 15.580095 126.678698
0.650000 17.096466 124.401108
0.700000 19.122438 121.358099
0.750000 21.552361 118.630736
0.800000 23.398108 116.688519
0.850000 25.318431 114.538272
0.900000 27.294685 112.205204
0.950000 29.140432 109.975870
1.000000 31.613858 106.680092
1.050000 33.136444 104.736346
1.100000 34.528522 102.919017
1.150000 36.697431 99.826446
1.200000 38.170300 97.705681
1.250000 41.358408 92.849222
1.300000 43.204155 89.916702
1.350000 44.161210 88.271146
1.400000 45.528430 85.941160
1.450000 46.970225 83.427072
1.500000 48.082645 81.352084
1.550000 49.145348 79.298637
1.600000 49.779241 77.857568
1.650000 50.742510 75.873613
1.700000 51.245896 74.555233
1.750000 51.954364 72.893395
1.800000 52.333457 71.707325
1.850000 52.153233 71.370360
1.900000 52.563399 70.126121
1.950000 52.662833 69.343629
2.000000 52.358316 69.183098
2.050000 51.954364 69.192115
2.100000 51.749281 68.912685
2.150000 50.742510 69.887730
2.200000 50.232910 70.141504
2.250000 49.679807 70.488274
2.300000 49.120490 70.872344
2.350000 48.412021 71.515863
2.400000 47.448752 72.590255
2.450000 46.715425 73.355941
2.500000 45.174195 75.412159
2.550000 44.670810 75.934703
2.600000 43.657824 77.273317
2.650000 42.750487 78.498613
2.700000 41.457843 80.367273
2.750000 40.774232 81.355343
2.800000 39.282720 83.631460
2.850000 38.319451 85.162317
2.900000 37.331324 86.779918
2.950000 36.044894 88.909891
3.000000 34.174288 92.010826
3.050000 32.962434 94.182909
3.100000 31.588999 96.666358
3.150000 30.607087 98.610837
3.200000 29.569242 100.691217
3.250000 28.755125 102.476265
3.300000 27.568129 104.880726
3.350000 26.785085 106.717604
3.400000 26.076616 108.477893
3.450000 26.051758 109.212643
3.500000 25.647806 110.536987
3.550000 25.113348 112.084077
3.600000 25.038772 112.944151
3.650000 25.243855 113.373924
3.700000 24.609962 115.095533
3.750000 25.194138 114.958394
3.800000 25.038772 115.939815
3.850000 25.821816 115.472592
3.900000 26.231982 115.544923
3.950000 26.455709 115.886100
4.000000 26.809943 116.013543
4.050000 27.673778 115.332374
4.100000 27.263612 116.585263
4.150000 28.431964 115.408801
4.200000 28.705408 115.562817
4.250000 29.314442 115.182326
4.300000 29.848901 114.887123
4.350000 30.476579 114.420522
4.400000 31.315555 113.594602
4.450000 31.669789 113.479053
4.500000 32.626844 112.410215
4.550000 33.235878 111.833652
4.600000 34.323439 110.483962
4.650000 34.957332 109.783988
4.700000 36.448845 107.721294
4.750000 36.778221 107.387661
4.800000 37.816065 105.938015
4.850000 38.319451 105.265957
4.900000 38.897412 104.452989
4.950000 39.941471 102.887739
5.000000 40.749374 101.636800
5.050000 41.787218 99.988597
5.100000 42.570262 98.683951
5.150000 42.974214 97.928506
5.200000 43.477599 96.998541
5.250000 43.707541 96.467791
5.300000 44.391151 95.221451
5.350000 45.174195 93.786609
5.400000 45.453854 93.093869
5.450000 45.832947 92.232824
5.500000 46.031815 91.632533
5.550000 46.311474 90.896912
5.600000 45.882664 91.246852
5.650000 46.106391 90.605494
5.700000 46.435767 89.788984
5.750000 46.212040 89.814419
5.800000 45.733513 90.246491
5.850000 46.112606 89.371464
5.900000 46.162323 88.988672
5.950000 46.137464 88.719137
6.000000 45.758371 89.000616
6.050000 45.528430 89.069566
6.100000 45.603005 88.677404
6.150000 45.273630 88.908444
6.200000 45.373064 88.490441
6.250000 45.298488 88.337529
6.300000 44.975327 88.574151
6.350000 45.025044 88.248224
6.400000 44.869678 88.238099
6.450000 44.596234 88.419001
6.500000 44.590019 88.198834
6.550000 44.490585 88.123655
6.600000 44.416010 88.014867
6.650000 44.695668 87.360036
6.700000 44.670810 87.163833
6.750000 44.391151 87.364323
6.800000 44.546517 86.903638
6.850000 44.490585 86.763118
6.900000 43.937483 87.397004
6.950000 44.285502 86.660003
7.000000 44.266858 86.474664
7.050000 44.186068 86.386707
7.100000 44.316575 85.974856
7.150000 44.136351 86.038736
7.200000 44.210927 85.716177
7.250000 44.366293 85.264503
7.300000 44.416010 84.969027
7.350000 44.036917 85.336579
7.400000 43.806975 85.491602
7.450000 44.266858 84.587515
7.500000 44.186068 84.499558
7.550000 44.316575 84.087708
7.600000 44.136351 84.151587
7.650000 44.291717 83.703642
7.700000 44.111492 83.768764
7.750000 44.161210 83.486029
7.800000 43.707541 83.982062
7.850000 44.012058 83.324074
7.900000 43.931268 83.248858
7.950000 43.987200 82.965488
8.000000 44.210927 82.418904
8.050000 44.036917 82.478421
8.100000 44.136351 82.122253
8.150000 43.831834 82.388046
8.200000 43.577034 82.591904
8.250000 43.862907 81.969377
8.300000 43.378165 82.528551
8.350000 43.732400 81.809871
8.400000 43.657824 81.738993
8.450000 43.253873 82.183034
8.500000 43.179297 82.136082
8.550000 43.533531 81.427345
8.600000 43.533531 81.250669
8.650000 43.253873 81.508022
8.700000 43.278731 81.306748
8.750000 43.229014 81.219973
8.800000 43.378165 80.827039
8.850000 43.278731 80.812453
8.900000 43.477599 80.339873
8.950000 43.179297 80.628958
9.000000 42.974214 80.788282
9.050000 42.744272 80.996441
9.100000 42.775346 80.811002
9.150000 42.520545 81.067684
9.200000 42.390038 81.144204
9.250000 42.390038 81.024702
9.300000 41.787218 81.840777
9.350000 42.290604 80.970161
9.400000 41.986087 81.328242
9.450000 41.781004 81.547226
9.500000 41.961228 81.178468
9.550000 41.836935 81.273309
9.600000 41.836935 81.181462
9.650000 41.762360 81.205357
9.700000 41.656711 81.281206
9.750000 41.787218 80.995823
9.800000 41.861794 80.790720
9.850000 41.302477 81.565691
9.900000 41.532418 81.143698
9.950000 41.178184 81.616849
10.000000 41.532418 81.008168
